"","MetaID","3317A","3318A","3319A","3320A","3321A","3322A","3325A","3326A"
"103","110.04803_6.297",16.8112428315183,16.8112428315183,16.8112428315183,14.9141228466324,15.8949520996441,16.1180956509583,16.0127351353005,16.1180956509583
"104","110.0844_2.218",14.5086577385242,12.8992198260901,12.6115377536383,13.1223633774043,13.7101500423064,13.4588356140255,11.5129254649702,13.5923670066501
"105","110.08451_9.593",12.6115377536383,14.5086577385242,14.5086577385242,13.8155105579643,12.8992198260901,13.1223633774043,13.8155105579643,12.2060726455302
"106","111.01427_6.347",8.51719319141624,13.1223633774043,9.90348755253613,10.5966347330961,8.00636756765025,8.51719319141624,10.5966347330961,9.21034037197618
"107","111.01433_10.591",6.39692965521615,6.90775527898214,10.5966347330961,6.39692965521615,6.39692965521615,6.39692965521615,7.60090245954208,6.68461172766793
"108","111.03201_6.852",11.5129254649702,13.8155105579643,14.5086577385242,10.3089526606443,11.0020998412042,10.8197782844103,14.9141228466324,10.3089526606443
"109","111.03214_7.69",8.29404964010203,11.5129254649702,13.4588356140255,11.1562505210315,12.2060726455302,11.5129254649702,13.8155105579643,12.6115377536383
"110","111.04326_3.039",14.9141228466324,13.8155105579643,13.4588356140255,13.5923670066501,12.2060726455302,12.2060726455302,12.2060726455302,10.8197782844103
"111","111.04326_6.578",16.1180956509583,15.2018049190842,16.0127351353005,14.5086577385242,15.6072700271923,16.0127351353005,14.9141228466324,15.4249484703984
"112","111.04329_5.291",12.8992198260901,15.2018049190842,13.8155105579643,12.6115377536383,14.9141228466324,14.9141228466324,15.2018049190842,15.6072700271923
"113","111.04331_8.286",11.4075649493124,11.1562505210315,11.0020998412042,10.3089526606443,11.1562505210315,11.0020998412042,10.8197782844103,10.3089526606443
"114","111.04331_8.794",15.6072700271923,17.2167079396264,16.8112428315183,15.7614207070196,15.7614207070196,15.6072700271923,16.1180956509583,14.9141228466324
"115","111.06801_4.314",18.4206807439524,19.5192930326205,20.0301186563865,16.1180956509583,17.2167079396264,17.2167079396264,15.6072700271923,14.9141228466324
"116","111.06832_3.303",12.2060726455302,13.1223633774043,13.1223633774043,12.2060726455302,11.289781913656,13.5923670066501,14.5086577385242,13.3046849341983
"117","111.07962_7.044",13.7101500423064,15.6072700271923,16.0127351353005,11.0020998412042,10.3089526606443,12.2060726455302,10.8197782844103,12.2060726455302
"118","111.07966_15.362",19.5192930326205,17.2167079396264,13.8155105579643,11.5129254649702,12.2060726455302,11.5129254649702,12.6115377536383,10.8197782844103
"119","111.07967_17.142",15.6072700271923,19.1138279245123,19.1138279245123,15.4249484703984,15.6072700271923,15.6072700271923,15.8949520996441,12.2060726455302
"120","111.07968_16.161",19.5192930326205,19.5192930326205,19.8069751050723,15.4249484703984,15.6072700271923,15.6072700271923,15.6072700271923,15.6072700271923
"121","111.07971_5.836",13.5923670066501,16.0127351353005,16.1180956509583,13.8155105579643,14.5086577385242,13.4588356140255,13.8155105579643,14.9141228466324
"122","111.07971_9.689",12.6115377536383,12.2060726455302,12.2060726455302,12.6115377536383,12.8992198260901,12.8992198260901,11.0020998412042,12.2060726455302
"123","111.07975_7.931",11.5129254649702,12.2060726455302,12.8992198260901,10.5966347330961,11.0020998412042,11.5129254649702,11.0020998412042,11.5129254649702
"124","111.10485_9.593",11.4075649493124,12.6115377536383,12.8992198260901,10.8197782844103,10.8197782844103,9.21034037197618,11.1562505210315,10.8197782844103
"125","111.9478_4.913",12.6115377536383,13.8155105579643,10.3089526606443,9.90348755253613,10.8197782844103,11.1562505210315,9.90348755253613,9.21034037197618
"126","111.96538_2.71",12.6115377536383,10.8197782844103,10.8197782844103,10.8197782844103,10.5966347330961,10.3089526606443,12.6115377536383,12.8992198260901
"127","111.96567_4.623",16.8112428315183,19.1138279245123,18.3153202282945,13.8155105579643,13.8155105579643,14.5086577385242,18.3153202282945,15.4249484703984
"128","111.97253_22.812",6.90775527898214,7.60090245954208,8.85366542803745,6.90775527898214,6.90775527898214,6.90775527898214,8.98719682066197,6.90775527898214
"129","111.98301_4.19",17.2167079396264,19.8069751050723,19.1138279245123,15.4249484703984,16.1180956509583,16.1180956509583,17.9098551201864,16.1180956509583
"130","111.98305_2.434",13.4588356140255,11.289781913656,12.6115377536383,13.3046849341983,13.4588356140255,12.6115377536383,13.3046849341983,13.8155105579643
"131","111.99201_6.581",8.85366542803745,13.5923670066501,12.2060726455302,12.2060726455302,12.2060726455302,12.6115377536383,11.5129254649702,9.21034037197618
"132","111.99256_13.166",6.68461172766793,6.90775527898214,6.90775527898214,6.68461172766793,6.68461172766793,6.68461172766793,8.51719319141624,6.90775527898214
"133","111.99256_9.067",7.60090245954208,9.21034037197618,10.8197782844103,7.60090245954208,7.60090245954208,8.00636756765025,11.0020998412042,8.00636756765025
"134","112.01604_6.335",15.4249484703984,16.1180956509583,16.8112428315183,9.21034037197618,9.90348755253613,9.90348755253613,17.2167079396264,16.8112428315183
"135","112.01619_5.559",15.4249484703984,16.1180956509583,16.8112428315183,13.4588356140255,13.3046849341983,14.5086577385242,12.6115377536383,16.8112428315183
"136","112.02731_3.608",15.2018049190842,19.1138279245123,17.2167079396264,17.7275335633924,18.0640058000136,18.0640058000136,17.2167079396264,16.8112428315183
"137","112.06358_6.636",13.8155105579643,15.6072700271923,15.4249484703984,13.8155105579643,14.9141228466324,14.9141228466324,15.4249484703984,14.5086577385242
"138","112.06368_8.313",16.0127351353005,17.7275335633924,17.5043900120782,14.5086577385242,15.4249484703984,15.4249484703984,14.5086577385242,13.5923670066501
"139","112.08163_9.601",12.6115377536383,14.5086577385242,14.9141228466324,10.3089526606443,10.5966347330961,10.5966347330961,10.5966347330961,9.21034037197618
"140","112.08879_3.429",8.98719682066197,12.2060726455302,13.4588356140255,8.69951474821019,8.29404964010203,9.21034037197618,9.90348755253613,9.21034037197618
"141","112.10009_13.959",12.2060726455302,10.8197782844103,14.5086577385242,12.2060726455302,11.0020998412042,13.3046849341983,11.289781913656,8.85366542803745
"142","113.01137_10.724",9.90348755253613,9.90348755253613,8.51719319141624,7.60090245954208,7.60090245954208,6.90775527898214,8.51719319141624,8.29404964010203
"143","113.02284_7.726",12.2060726455302,12.8992198260901,12.6115377536383,8.69951474821019,7.60090245954208,8.29404964010203,11.5129254649702,9.90348755253613
"144","113.0477_13.486",9.21034037197618,9.21034037197618,9.90348755253613,8.85366542803745,9.10497985631836,8.98719682066197,9.21034037197618,9.21034037197618
"145","113.04775_4.833",10.3089526606443,11.289781913656,11.0020998412042,10.3089526606443,8.51719319141624,10.3089526606443,10.5966347330961,12.2060726455302
"146","113.05893_7.421",17.9098551201864,19.1138279245123,18.4206807439524,15.6072700271923,16.8112428315183,16.8112428315183,19.5192930326205,17.9098551201864
"147","113.08404_2.448",16.8112428315183,15.7614207070196,15.7614207070196,16.1180956509583,17.2167079396264,15.4249484703984,15.6072700271923,17.9098551201864
"148","113.09553_7.72",11.5129254649702,13.3046849341983,11.5129254649702,10.3089526606443,11.4075649493124,8.29404964010203,13.8155105579643,11.5129254649702
"149","113.96097_5.647",14.5086577385242,16.8112428315183,15.8949520996441,8.51719319141624,11.5129254649702,11.5129254649702,15.6072700271923,12.8992198260901
"150","113.97874_4.789",13.8155105579643,16.8112428315183,16.0127351353005,12.2060726455302,13.1223633774043,13.1223633774043,10.3089526606443,13.1223633774043
"151","113.98707_4.761",12.6115377536383,14.9141228466324,14.5086577385242,10.3089526606443,11.4075649493124,11.4075649493124,12.2060726455302,12.2060726455302
"152","113.9929_2.936",10.3089526606443,15.8949520996441,15.8949520996441,10.8197782844103,10.3089526606443,10.5966347330961,9.90348755253613,10.5966347330961
"153","113.99292_1.568",14.9141228466324,12.2060726455302,12.2060726455302,15.8949520996441,14.5086577385242,16.8112428315183,15.4249484703984,15.6072700271923
"154","114.01398_4.869",9.90348755253613,10.3089526606443,11.5129254649702,8.29404964010203,9.10497985631836,9.90348755253613,13.8155105579643,9.90348755253613
"155","114.03173_4.615",11.0020998412042,12.2060726455302,12.6115377536383,12.2060726455302,12.6115377536383,12.2060726455302,14.9141228466324,11.5129254649702
"156","114.03173_6.009",9.21034037197618,9.90348755253613,11.289781913656,10.3089526606443,10.3089526606443,10.3089526606443,12.2060726455302,9.90348755253613
"157","114.03174_2.502",10.8197782844103,11.1562505210315,13.7101500423064,10.3089526606443,10.3089526606443,10.5966347330961,14.5086577385242,13.3046849341983
"158","114.03175_12.531",10.3089526606443,10.3089526606443,8.00636756765025,10.3089526606443,10.3089526606443,7.60090245954208,8.51719319141624,9.21034037197618
"159","114.03175_13.041",9.90348755253613,7.60090245954208,9.90348755253613,9.21034037197618,9.21034037197618,9.21034037197618,10.5966347330961,10.3089526606443
"160","114.03175_13.758",6.68461172766793,9.90348755253613,8.00636756765025,9.21034037197618,9.21034037197618,9.21034037197618,10.5966347330961,6.68461172766793
"161","114.03176_11.359",6.90775527898214,10.5966347330961,10.3089526606443,10.3089526606443,10.3089526606443,10.3089526606443,12.8992198260901,12.8992198260901
"162","114.04284_4.105",14.5086577385242,15.2018049190842,14.9141228466324,11.5129254649702,13.8155105579643,12.2060726455302,12.2060726455302,13.8155105579643
"163","114.04294_10.466",8.69951474821019,9.21034037197618,9.21034037197618,9.10497985631836,9.21034037197618,9.21034037197618,9.21034037197618,9.21034037197618
"164","114.04294_6.117",15.2018049190842,14.5086577385242,14.9141228466324,13.8155105579643,14.9141228466324,14.5086577385242,13.1223633774043,14.5086577385242
"165","114.04298_7.211",13.7101500423064,15.7614207070196,15.4249484703984,12.6115377536383,13.1223633774043,13.4588356140255,14.5086577385242,12.8992198260901
"166","114.04298_8.551",13.8155105579643,15.8949520996441,14.9141228466324,12.2060726455302,12.6115377536383,12.6115377536383,14.5086577385242,13.5923670066501
"167","114.06808_12.208",8.29404964010203,9.90348755253613,14.5086577385242,8.98719682066197,9.10497985631836,7.60090245954208,8.85366542803745,7.60090245954208
"168","114.06809_1.77",13.8155105579643,14.5086577385242,14.5086577385242,12.8992198260901,13.5923670066501,13.5923670066501,15.6072700271923,13.1223633774043
"169","114.0681_2.947",10.8197782844103,11.5129254649702,14.5086577385242,9.21034037197618,9.90348755253613,9.10497985631836,12.2060726455302,9.21034037197618
"170","114.0792_2.893",18.4206807439524,19.5192930326205,19.5192930326205,18.0640058000136,18.4206807439524,19.1138279245123,15.2018049190842,12.2060726455302
"171","114.07927_3.982",18.4206807439524,19.5192930326205,19.5192930326205,18.0640058000136,19.1138279245123,19.1138279245123,15.6072700271923,15.2018049190842
"172","114.07931_9.604",16.0127351353005,17.9098551201864,16.8112428315183,14.5086577385242,14.9141228466324,14.9141228466324,15.6072700271923,14.5086577385242
"173","114.11643_3.89",12.2060726455302,12.6115377536383,11.5129254649702,8.69951474821019,10.3089526606443,11.5129254649702,10.3089526606443,9.21034037197618
"174","115.02511_10.293",11.289781913656,12.6115377536383,12.2060726455302,6.90775527898214,9.21034037197618,9.21034037197618,13.8155105579643,13.1223633774043
"175","115.02687_6.555",10.8197782844103,16.8112428315183,14.5086577385242,11.1562505210315,9.21034037197618,11.5129254649702,13.8155105579643,11.5129254649702
"176","115.02691_4.157",15.4249484703984,16.8112428315183,15.8949520996441,13.8155105579643,14.5086577385242,14.5086577385242,18.0640058000136,16.8112428315183
"177","115.02692_3.128",11.5129254649702,10.5966347330961,10.3089526606443,8.29404964010203,11.0020998412042,9.21034037197618,14.5086577385242,11.4075649493124
"178","115.06306_3.623",15.2018049190842,17.9098551201864,16.8112428315183,13.8155105579643,14.5086577385242,14.5086577385242,16.1180956509583,14.5086577385242
"179","115.0633_6.195",12.8992198260901,14.5086577385242,12.6115377536383,11.5129254649702,13.7101500423064,13.7101500423064,12.6115377536383,11.4075649493124
"180","115.06332_4.875",12.2060726455302,14.5086577385242,14.5086577385242,10.5966347330961,10.8197782844103,11.289781913656,14.9141228466324,10.5966347330961
"181","115.06339_9.479",17.5043900120782,18.3153202282945,18.3153202282945,15.2018049190842,15.7614207070196,16.0127351353005,20.0301186563865,19.5192930326205
